AnimalID,SireID,DamID,FamilyID,SexID,TankID,M1BW,M2BW,M2Age
13G1000547,12G000V596,12G000K693,13F1306714,Female,T1,,39.2,222
13G1000764,12G000K128,12G000W062,13F1367060,Female,T1,,39.2,216
13G1000540,12G000V596,12G000K693,13F1306714,Female,T1,,39.8,222
13G1001682,12G000K453,12G000W041,13F1306029,Male,T2,3.5,19.2,212
13G1001645,12G000K453,12G000W041,13F1306029,Male,T2,3.5,21.2,212
13G1001644,12G000K453,12G000W041,13F1306029,Male,T2,3.5,22.5,212
13G1001649,12G000K453,12G000W041,13F1306029,Female,T2,3.5,23.1,212
13G1001668,12G000K453,12G000W041,13F1306029,Female,T2,3.5,28,212
13G100291I,12G000K453,12G000W041,13F1306029,Female,T2,3.5,31.6,212
13G100231I,12G000K453,12G000W041,13F1306029,Female,T2,3.5,31.8,212
13G1003975,12G000K453,12G000W041,13F1306029,Male,T2,3.76,21.9,213
13G1003971,12G000K453,12G000W041,13F1306029,Male,T2,3.76,22.4,213
13G1003986,12G000K453,12G000W041,13F1306029,Male,T2,3.76,23.2,213
13G1003988,12G000K453,12G000W041,13F1306029,Female,T2,3.76,23.4,213
13G100448J,12G000K453,12G000W041,13F1306029,Male,T2,3.76,24.5,213
13G1003968,12G000K453,12G000W041,13F1306029,Female,T2,3.76,25.4,213
13G1003991,12G000K453,12G000W041,13F1306029,Female,T2,3.76,27.6,213
13G1003989,12G000K453,12G000W041,13F1306029,Female,T2,3.76,28.6,213
13G100413J,12G000K453,12G000W041,13F1306029,Female,T2,3.76,34.1,213
13G100425I,12G000K663,12G000M368,13F1306028,Male,T2,3.946666667,25.4,214
13G1003226,12G000K663,12G000M368,13F1306028,Female,T2,3.946666667,29.9,214
13G1003225,12G000K663,12G000M368,13F1306028,Female,T2,3.946666667,30.8,214
13G1003224,12G000K663,12G000M368,13F1306028,Male,T2,3.946666667,31.1,214
13G1003909,12G000M347,12G000M423,13F1306046,Male,T2,4.113333333,22.5,215
13G1003915,12G000M347,12G000M423,13F1306046,Male,T2,4.113333333,22.6,215
13G1003921,12G000M347,12G000M423,13F1306046,Female,T2,4.113333333,22.8,215
13G100434J,12G000M347,12G000M423,13F1306046,Male,T2,4.113333333,23.6,215
13G1003913,12G000M347,12G000M423,13F1306046,Male,T2,4.113333333,24.2,215
13G100491J,12G000M347,12G000M423,13F1306046,Male,T2,4.113333333,24.5,215
13G100478J,12G000M347,12G000M423,13F1306046,Male,T2,4.113333333,24.6,215
13G1003906,12G000M347,12G000M423,13F1306046,Male,T2,4.113333333,25.6,215
13G1003914,12G000M347,12G000M423,13F1306046,Female,T2,4.113333333,27.1,215
13G1003901,12G000M347,12G000M423,13F1306046,Female,T2,4.113333333,29.9,215
13G1003922,12G000M347,12G000M423,13F1306046,Female,T2,4.113333333,32.2,215
13G1003376,12G000M347,12G000M423,13F1306046,Male,T2,4.193333333,20.6,214
13G1003396,12G000M347,12G000M423,13F1306046,Female,T2,4.193333333,21.3,214
13G1003399,12G000M347,12G000M423,13F1306046,Male,T2,4.193333333,22.7,214
13G1003382,12G000M347,12G000M423,13F1306046,Female,T2,4.193333333,24.6,214
13G1003397,12G000M347,12G000M423,13F1306046,Female,T2,4.193333333,27.8,214
13G100456I,12G000M347,12G000M423,13F1306046,Female,T2,4.193333333,30.1,214
13G100441I,12G000M347,12G000M423,13F1306046,Female,T2,4.193333333,32.6,214
13G1003609,12G000W102,12G000K097,13F1306044,Male,T2,4.3,21,210
13G1003582,12G000W102,12G000K097,13F1306044,Male,T2,4.3,22.1,210
13G1003598,12G000W102,12G000K097,13F1306044,Male,T2,4.3,22.8,210
13G100515I,12G000W102,12G000K097,13F1306044,Male,T2,4.3,24.3,210
13G100569I,12G000W102,12G000K097,13F1306044,Male,T2,4.3,24.9,210
13G1003605,12G000W102,12G000K097,13F1306044,Female,T2,4.3,25.8,210
13G1003433,12G000M469,12G000V599,13F1367073,Male,T2,4.313333333,23.9,214
13G1003448,12G000M469,12G000V599,13F1367073,Male,T2,4.313333333,25.5,214
13G1003418,12G000M469,12G000V599,13F1367073,Female,T2,4.313333333,26,214
13G1003430,12G000M469,12G000V599,13F1367073,Male,T2,4.313333333,27.1,214
13G100510I,12G000M469,12G000V599,13F1367073,Female,T2,4.313333333,31.7,214
13G100583I,12G000M469,12G000V599,13F1367073,Female,T2,4.313333333,32.3,214
13G100536I,12G000M469,12G000V599,13F1367073,Female,T2,4.313333333,32.7,214
13G100544I,12G000M469,12G000V599,13F1367073,Female,T2,4.313333333,34.6,214
13G1003428,12G000M469,12G000V599,13F1367073,Female,T2,4.313333333,37.6,214
13G1003353,12G000W102,12G000K097,13F1306044,Male,T2,4.333333333,15.3,210
13G1003336,12G000W102,12G000K097,13F1306044,Male,T2,4.333333333,19.5,210
13G1003359,12G000W102,12G000K097,13F1306044,Male,T2,4.333333333,21.5,210
13G100428I,12G000W102,12G000K097,13F1306044,Male,T2,4.333333333,25.1,210
13G1003337,12G000W102,12G000K097,13F1306044,Female,T2,4.333333333,27.5,210
13G100424I,12G000W102,12G000K097,13F1306044,Female,T2,4.333333333,30.8,210
13G100497I,12G000W102,12G000K097,13F1306044,Female,T2,4.333333333,31.8,210
13G100439I,12G000W102,12G000K097,13F1306044,Female,T2,4.333333333,34.8,210
13G1001844,12G000K453,12G000W041,13F1306029,Male,T2,4.346666667,22,212
13G1001819,12G000K453,12G000W041,13F1306029,Male,T2,4.346666667,24.8,212
13G1001833,12G000K453,12G000W041,13F1306029,Female,T2,4.346666667,25.3,212
13G1001826,12G000K453,12G000W041,13F1306029,Female,T2,4.346666667,27.2,212
13G100032I,12G000K453,12G000W041,13F1306029,Male,T2,4.346666667,29.3,212
13G1001854,12G000K453,12G000W041,13F1306029,Female,T2,4.346666667,29.7,212
13G1001855,12G000K453,12G000W041,13F1306029,Female,T2,4.346666667,31.2,212
13G100164I,12G000K453,12G000W041,13F1306029,Female,T2,4.346666667,31.4,212
13G100000I,12G000K453,12G000W041,13F1306029,Female,T2,4.346666667,34.2,212
13G100804I,12G000M469,12G000V599,13F1367073,Male,T2,4.4,23.1,215
13G1003751,12G000M469,12G000V599,13F1367073,Male,T2,4.4,25.8,215
13G100559I,12G000M469,12G000V599,13F1367073,Male,T2,4.4,26.9,215
13G1003741,12G000M469,12G000V599,13F1367073,Male,T2,4.4,27.2,215
13G100812I,12G000M469,12G000V599,13F1367073,Female,T2,4.4,32.8,215
13G1003740,12G000M469,12G000V599,13F1367073,Female,T2,4.4,34.4,215
13G1001620,12G000V596,12G000K693,13F1306714,Female,T2,4.466666667,22.8,222
13G1001567,12G000V436,12G000V590,13F1367081,Male,T2,4.486666667,22.4,214
13G1001556,12G000V436,12G000V590,13F1367081,Male,T2,4.486666667,25.3,214
13G100257I,12G000V436,12G000V590,13F1367081,Male,T2,4.486666667,27.7,214
13G1001549,12G000V436,12G000V590,13F1367081,Female,T2,4.486666667,28.1,214
13G1001579,12G000V436,12G000V590,13F1367081,Female,T2,4.486666667,28.8,214
13G1001571,12G000V436,12G000V590,13F1367081,Female,T2,4.486666667,35.3,214
13G1001916,12G000V426,12G000V326,13F1306027,Male,T2,4.586666667,22.2,214
13G100600I,12G000V426,12G000V326,13F1306027,Male,T2,4.586666667,23.3,214
13G1001909,12G000V426,12G000V326,13F1306027,Female,T2,4.586666667,26.2,214
13G100693I,12G000V426,12G000V326,13F1306027,Male,T2,4.586666667,29.2,214
13G1001912,12G000V426,12G000V326,13F1306027,Female,T2,4.586666667,29.4,214
13G100660I,12G000V426,12G000V326,13F1306027,Female,T2,4.586666667,31.2,214
13G1003421,12G000M087,12G000K985,13F1367013,Male,T2,4.666666667,16.3,222
13G1003414,12G000M087,12G000K985,13F1367013,Male,T2,4.666666667,20.7,222
13G1003227,12G000W139,12G000W222,13F1367075,Male,T2,4.666666667,20.9,214
13G1003222,12G000W139,12G000W222,13F1367075,Male,T2,4.666666667,21.6,214
13G1003192,12G000W139,12G000W222,13F1367075,Male,T2,4.666666667,22.1,214
13G1003449,12G000M087,12G000K985,13F1367013,Female,T2,4.666666667,22.6,222
13G1003443,12G000M087,12G000K985,13F1367013,Female,T2,4.666666667,23,222
13G1003422,12G000M087,12G000K985,13F1367013,Female,T2,4.666666667,23.7,222
13G1003197,12G000W139,12G000W222,13F1367075,Male,T2,4.666666667,24.4,214
13G100400I,12G000W139,12G000W222,13F1367075,Male,T2,4.666666667,26,214
13G1003219,12G000W139,12G000W222,13F1367075,Male,T2,4.666666667,28.5,214
13G1003229,12G000W139,12G000W222,13F1367075,Female,T2,4.666666667,31.4,214
13G1003223,12G000W139,12G000W222,13F1367075,Female,T2,4.666666667,31.5,214
13G1003651,12G000M469,12G000V599,13F1367073,Male,T2,4.7,19.9,215
13G1003650,12G000M469,12G000V599,13F1367073,Male,T2,4.7,21.5,215
13G1003654,12G000M469,12G000V599,13F1367073,Male,T2,4.7,22.6,215
13G1003647,12G000M469,12G000V599,13F1367073,Female,T2,4.7,23,215
13G100851I,12G000M469,12G000V599,13F1367073,Male,T2,4.7,24.2,215
13G100552I,12G000M469,12G000V599,13F1367073,Male,T2,4.7,28.2,215
13G1003663,12G000M469,12G000V599,13F1367073,Female,T2,4.7,30.8,215
13G1001175,12G000K474,12G000K846,13F1306018,Male,T2,4.82,23.1,223
13G1001172,12G000K474,12G000K846,13F1306018,Male,T2,4.82,25.1,223
13G1001180,12G000K474,12G000K846,13F1306018,Male,T2,4.82,27.3,223
13G1001186,12G000K474,12G000K846,13F1306018,Female,T2,4.82,29.5,223
13G100209J,12G000K474,12G000K846,13F1306018,Female,T2,4.82,31.9,223
13G100292J,12G000K474,12G000K846,13F1306018,Female,T2,4.82,32.2,223
13G1000645,12G000V436,12G000V590,13F1367081,Female,T2,4.84,22.3,214
13G1000648,12G000V436,12G000V590,13F1367081,Male,T2,4.84,27.6,214
13G101735I,12G000V436,12G000V590,13F1367081,Male,T2,4.84,28.4,214
13G1000643,12G000V436,12G000V590,13F1367081,Female,T2,4.84,30.7,214
13G100760I,12G000V436,12G000V590,13F1367081,Male,T2,4.84,31.2,214
13G100792I,12G000V436,12G000V590,13F1367081,Male,T2,4.84,34.1,214
13G1000640,12G000V436,12G000V590,13F1367081,Female,T2,4.84,34.7,214
13G1000248,12G000K663,12G000M368,13F1306028,Male,T2,4.866666667,24.4,214
13G1000255,12G000K663,12G000M368,13F1306028,Male,T2,4.866666667,25.2,214
13G1000261,12G000K663,12G000M368,13F1306028,Male,T2,4.866666667,25.3,214
13G1000260,12G000K663,12G000M368,13F1306028,Male,T2,4.866666667,26.3,214
13G1000257,12G000K663,12G000M368,13F1306028,Male,T2,4.866666667,26.5,214
13G100361I,12G000K663,12G000M368,13F1306028,Male,T2,4.866666667,27.1,214
13G100354I,12G000K663,12G000M368,13F1306028,Female,T2,4.866666667,31,214
13G1000230,12G000K663,12G000M368,13F1306028,Female,T2,4.866666667,31.6,214
13G1000245,12G000K663,12G000M368,13F1306028,Female,T2,4.866666667,33.8,214
13G100364I,12G000K663,12G000M368,13F1306028,Female,T2,4.866666667,34.6,214
13G100366I,12G000K663,12G000M368,13F1306028,Female,T2,4.866666667,36.5,214
13G1003040,12G000M025,12G000K235,13F1367071,Female,T2,4.906666667,26.2,214
13G1003039,12G000M025,12G000K235,13F1367071,Female,T2,4.906666667,28.6,214
13G1003055,12G000M025,12G000K235,13F1367071,Female,T2,4.906666667,30.7,214
13G1003048,12G000M025,12G000K235,13F1367071,Female,T2,4.906666667,31.1,214
13G1003065,12G000M025,12G000K235,13F1367071,Male,T2,4.906666667,33.3,214
13G100487I,12G000V436,12G000V590,13F1367081,Male,T2,5.046666667,25.2,214
13G1003351,12G000V436,12G000V590,13F1367081,Male,T2,5.046666667,27.9,214
13G1003348,12G000V436,12G000V590,13F1367081,Male,T2,5.046666667,30.7,214
13G100408I,12G000V436,12G000V590,13F1367081,Male,T2,5.046666667,31.1,214
13G1003361,12G000V436,12G000V590,13F1367081,Female,T2,5.046666667,32.6,214
13G100457I,12G000V436,12G000V590,13F1367081,Female,T2,5.046666667,36,214
13G1003653,12G000V426,12G000V326,13F1306027,Male,T2,5.12,13.8,215
13G100855I,12G000V426,12G000V326,13F1306027,Male,T2,5.12,26,215
13G1003667,12G000V426,12G000V326,13F1306027,Female,T2,5.12,28.3,215
13G1001923,12G000W139,12G000W222,13F1367075,Male,T2,5.14,12.3,214
13G1001925,12G000W139,12G000W222,13F1367075,Female,T2,5.14,13.9,214
13G1001918,12G000W139,12G000W222,13F1367075,Male,T2,5.14,18.9,214
13G1001917,12G000W139,12G000W222,13F1367075,Male,T2,5.14,19.5,214
13G1001921,12G000W139,12G000W222,13F1367075,Female,T2,5.14,23.6,214
13G1002107,12G000M347,12G000M423,13F1306046,Female,T2,5.153333333,21.8,214
13G1002122,12G000M347,12G000M423,13F1306046,Male,T2,5.153333333,23.8,214
13G101262I,12G000M347,12G000M423,13F1306046,Male,T2,5.153333333,25,214
13G1002126,12G000M347,12G000M423,13F1306046,Female,T2,5.153333333,26,214
13G100668I,12G000M347,12G000M423,13F1306046,Male,T2,5.153333333,28.9,214
13G1002136,12G000M347,12G000M423,13F1306046,Female,T2,5.153333333,30.1,214
13G1002115,12G000M347,12G000M423,13F1306046,Female,T2,5.153333333,32.5,214
13G1004004,12G000W102,12G000K097,13F1306044,Male,T2,5.2,19.4,211
13G1003976,12G000W102,12G000K097,13F1306044,Female,T2,5.2,23.3,211
13G100432J,12G000W102,12G000K097,13F1306044,Male,T2,5.2,23.4,211
13G1003970,12G000W102,12G000K097,13F1306044,Female,T2,5.2,23.7,211
13G1003983,12G000W102,12G000K097,13F1306044,Female,T2,5.2,24.3,211
13G1003995,12G000W102,12G000K097,13F1306044,Female,T2,5.2,27.8,211
13G100242I,12G000M025,12G000K235,13F1367071,Male,T2,5.213333333,24.2,214
13G1001554,12G000M025,12G000K235,13F1367071,Female,T2,5.213333333,25.5,214
13G1001564,12G000M025,12G000K235,13F1367071,Female,T2,5.213333333,27.3,214
13G1001548,12G000M025,12G000K235,13F1367071,Female,T2,5.213333333,27.8,214
13G1001555,12G000M025,12G000K235,13F1367071,Female,T2,5.213333333,29,214
13G1000252,12G000M087,12G000K985,13F1367013,Male,T2,5.24,18.1,222
13G100322I,12G000M087,12G000K985,13F1367013,Male,T2,5.24,18.7,222
13G1000250,12G000M087,12G000K985,13F1367013,Female,T2,5.24,19.4,222
13G100370I,12G000M087,12G000K985,13F1367013,Male,T2,5.24,21.3,222
13G1000264,12G000M087,12G000K985,13F1367013,Female,T2,5.24,22.7,222
13G100309I,12G000M087,12G000K985,13F1367013,Female,T2,5.24,24.8,222
13G1000247,12G000M087,12G000K985,13F1367013,Female,T2,5.24,28.9,222
13G1000251,12G000M087,12G000K985,13F1367013,Female,T2,5.24,29.8,222
13G1001666,12G000W139,12G000W222,13F1367075,Male,T2,5.28,23.4,214
13G1001664,12G000W139,12G000W222,13F1367075,Male,T2,5.28,23.5,214
13G1001680,12G000W139,12G000W222,13F1367075,Male,T2,5.28,23.7,214
13G100278I,12G000W139,12G000W222,13F1367075,Male,T2,5.28,24.1,214
13G1001684,12G000W139,12G000W222,13F1367075,Female,T2,5.28,30,214
13G100265I,12G000W139,12G000W222,13F1367075,Female,T2,5.28,30.5,214
13G100202I,12G000W139,12G000W222,13F1367075,Female,T2,5.28,30.7,214
13G100287I,12G000W139,12G000W222,13F1367075,Female,T2,5.28,31,214
13G100258I,12G000W139,12G000W222,13F1367075,Female,T2,5.28,34.9,214
13G1001050,12G000W285,12G000W088,13F1306030,Male,T2,5.3,23.1,214
13G1001043,12G000W285,12G000W088,13F1306030,Male,T2,5.3,25.1,214
13G100979I,12G000W285,12G000W088,13F1306030,Female,T2,5.3,29.3,214
13G101950I,12G000W285,12G000W088,13F1306030,Female,T2,5.3,31.7,214
13G101921I,12G000W285,12G000W088,13F1306030,Female,T2,5.3,34,214
13G1002505,12G000K474,12G000K846,13F1306018,Female,T2,5.406666667,27.1,223
13G1002497,12G000K474,12G000K846,13F1306018,Female,T2,5.406666667,28.7,223
13G1000155,12G000M769,12G000V379,13F1306033,Male,T2,5.413333333,25,212
13G1000162,12G000M769,12G000V379,13F1306033,Female,T2,5.413333333,27,212
13G1000160,12G000M769,12G000V379,13F1306033,Male,T2,5.413333333,27.5,212
13G100839G,12G000M769,12G000V379,13F1306033,Male,T2,5.413333333,29.7,212
13G100953G,12G000M769,12G000V379,13F1306033,Male,T2,5.413333333,31.5,212
13G100587G,12G000M769,12G000V379,13F1306033,Female,T2,5.413333333,31.6,212
13G1000151,12G000M769,12G000V379,13F1306033,Female,T2,5.413333333,34.3,212
13G1001165,12G000M771,12G000V382,13F1367100,Female,T2,5.42,29.3,213
13G100261J,12G000M771,12G000V382,13F1367100,Male,T2,5.42,29.3,213
13G1001164,12G000M771,12G000V382,13F1367100,Female,T2,5.42,31.4,213
13G100229J,12G000M771,12G000V382,13F1367100,Male,T2,5.42,34,213
13G1001171,12G000M771,12G000V382,13F1367100,Female,T2,5.42,35.2,213
13G1001162,12G000M771,12G000V382,13F1367100,Female,T2,5.42,36.2,213
13G100554J,12G000V565,12G000V569,13F1367109,Male,T2,5.426666667,28.6,211
13G1004187,12G000V565,12G000V569,13F1367109,Male,T2,5.426666667,29.1,211
13G1004196,12G000V565,12G000V569,13F1367109,Male,T2,5.426666667,29.7,211
13G1004192,12G000V565,12G000V569,13F1367109,Female,T2,5.426666667,29.8,211
13G1004182,12G000V565,12G000V569,13F1367109,Male,T2,5.426666667,30.5,211
13G1004189,12G000V565,12G000V569,13F1367109,Female,T2,5.426666667,33.5,211
13G1004195,12G000V565,12G000V569,13F1367109,Female,T2,5.426666667,36.6,211
13G1004179,12G000V565,12G000V569,13F1367109,Female,T2,5.426666667,41,211
13G1000766,12G000W258,12G000K544,13F1306711,Female,T2,5.486666667,18.4,222
13G1000754,12G000W258,12G000K544,13F1306711,Male,T2,5.486666667,20.7,222
13G1000751,12G000W258,12G000K544,13F1306711,Female,T2,5.486666667,26.6,222
13G100746I,12G000W258,12G000K544,13F1306711,Male,T2,5.486666667,26.7,222
13G101744I,12G000W258,12G000K544,13F1306711,Male,T2,5.486666667,26.9,222
13G1000758,12G000W258,12G000K544,13F1306711,Female,T2,5.486666667,29.7,222
13G100727I,12G000W258,12G000K544,13F1306711,Female,T2,5.486666667,30.3,222
13G1000749,12G000W258,12G000K544,13F1306711,Female,T2,5.486666667,31.1,222
13G1000750,12G000W258,12G000K544,13F1306711,Female,T2,5.486666667,32.1,222
13G1000755,12G000W258,12G000K544,13F1306711,Female,T2,5.486666667,32.3,222
13G100767I,12G000W258,12G000K544,13F1306711,Female,T2,5.486666667,33.2,222
13G1000668,12G000M025,12G000K235,13F1367071,Male,T2,5.506666667,20.9,214
13G1000676,12G000M025,12G000K235,13F1367071,Male,T2,5.506666667,23.3,214
13G1000666,12G000M025,12G000K235,13F1367071,Female,T2,5.506666667,26.9,214
13G1000672,12G000M025,12G000K235,13F1367071,Female,T2,5.506666667,28,214
13G100774I,12G000M025,12G000K235,13F1367071,Female,T2,5.506666667,28.7,214
13G100720I,12G000M025,12G000K235,13F1367071,Female,T2,5.506666667,29.9,214
13G1001425,12G000W193,12G000W246,13F1306035,Male,T2,5.546666667,24.1,215
13G100391J,12G000W193,12G000W246,13F1306035,Male,T2,5.546666667,26,215
13G100363J,12G000W193,12G000W246,13F1306035,Male,T2,5.546666667,26.2,215
13G100325J,12G000W193,12G000W246,13F1306035,Male,T2,5.546666667,27.9,215
13G1001424,12G000W193,12G000W246,13F1306035,Male,T2,5.546666667,28.5,215
13G1001413,12G000W193,12G000W246,13F1306035,Female,T2,5.546666667,30,215
13G1001418,12G000W193,12G000W246,13F1306035,Female,T2,5.546666667,30.3,215
13G1001420,12G000W193,12G000W246,13F1306035,Female,T2,5.546666667,32.8,215
13G100395J,12G000W193,12G000W246,13F1306035,Female,T2,5.546666667,38,215
13G1000964,12G000K271,12G000M419,13F1306748,Male,T2,5.68,17.9,219
13G100923I,12G000K271,12G000M419,13F1306748,Male,T2,5.68,23.1,219
13G1000961,12G000K271,12G000M419,13F1306748,Female,T2,5.68,23.3,219
13G1000959,12G000K271,12G000M419,13F1306748,Female,T2,5.68,24.3,219
13G1000962,12G000K271,12G000M419,13F1306748,Female,T2,5.68,25,219
13G100913I,12G000K271,12G000M419,13F1306748,Female,T2,5.68,25.1,219
13G1000971,12G000K271,12G000M419,13F1306748,Female,T2,5.68,26.7,219
13G1000950,12G000K271,12G000M419,13F1306748,Female,T2,5.68,27.6,219
13G1001882,12G000V581,12G000W251,13F1306045,Male,T2,5.693333333,23.1,214
13G1001881,12G000V581,12G000W251,13F1306045,Female,T2,5.693333333,26.5,214
13G1001883,12G000V581,12G000W251,13F1306045,Female,T2,5.693333333,28.4,214
13G1001386,12G000V442,12G000V381,13F1306057,Male,T2,5.706666667,10.6,222
13G100488J,12G000V442,12G000V381,13F1306057,Male,T2,5.706666667,20.3,222
13G100763J,12G000V442,12G000V381,13F1306057,Male,T2,5.706666667,23.8,222
13G1001380,12G000V442,12G000V381,13F1306057,Female,T2,5.706666667,26.3,222
13G1001372,12G000V442,12G000V381,13F1306057,Female,T2,5.706666667,28.4,222
13G1001379,12G000V442,12G000V381,13F1306057,Female,T2,5.706666667,29.1,222
13G1001365,12G000V442,12G000V381,13F1306057,Female,T2,5.706666667,32.8,222
13G1001637,12G000V565,12G000V569,13F1367109,Male,T2,5.74,26.9,210
13G1001627,12G000V565,12G000V569,13F1367109,Female,T2,5.74,28.8,210
13G100226I,12G000V565,12G000V569,13F1367109,Female,T2,5.74,32.2,210
13G100207I,12G000V565,12G000V569,13F1367109,Female,T2,5.74,36.1,210
13G100296I,12G000V565,12G000V569,13F1367109,Female,T2,5.74,38.1,210
13G1001013,12G000K069,12G000M250,13F1306725,Male,T2,5.753333333,24.4,221
13G1001010,12G000K069,12G000M250,13F1306725,Male,T2,5.753333333,25.5,221
13G100930I,12G000K069,12G000M250,13F1306725,Male,T2,5.753333333,26.6,221
13G100914I,12G000K069,12G000M250,13F1306725,Male,T2,5.753333333,28.6,221
13G100901I,12G000K069,12G000M250,13F1306725,Male,T2,5.753333333,31.2,221
13G1001017,12G000K069,12G000M250,13F1306725,Female,T2,5.753333333,34.1,221
13G1001007,12G000K069,12G000M250,13F1306725,Female,T2,5.753333333,35.7,221
13G1001011,12G000K069,12G000M250,13F1306725,Female,T2,5.753333333,35.9,221
13G1000246,12G000V565,12G000V569,13F1367109,Male,T2,5.76,23.6,210
13G1000243,12G000V565,12G000V569,13F1367109,Male,T2,5.76,25.2,210
13G100360I,12G000V565,12G000V569,13F1367109,Male,T2,5.76,26.1,210
13G1000237,12G000V565,12G000V569,13F1367109,Male,T2,5.76,26.3,210
13G100307I,12G000V565,12G000V569,13F1367109,Male,T2,5.76,28.5,210
13G100326I,12G000V565,12G000V569,13F1367109,Male,T2,5.76,30.3,210
13G1000234,12G000V565,12G000V569,13F1367109,Male,T2,5.76,30.6,210
13G100334I,12G000V565,12G000V569,13F1367109,Female,T2,5.76,32.9,210
13G1000249,12G000V565,12G000V569,13F1367109,Female,T2,5.76,33.3,210
13G100302I,12G000V565,12G000V569,13F1367109,Female,T2,5.76,37.7,210
13G100414I,12G000K746,12G000W095,13F1306055,Male,T2,5.766666667,23.4,223
13G1003687,12G000K746,12G000W095,13F1306055,Female,T2,5.766666667,24.1,223
13G1003686,12G000K746,12G000W095,13F1306055,Female,T2,5.766666667,24.2,223
13G1003692,12G000K746,12G000W095,13F1306055,Female,T2,5.766666667,24.7,223
13G1003706,12G000K746,12G000W095,13F1306055,Female,T2,5.766666667,25.4,223
13G100858I,12G000K746,12G000W095,13F1306055,Female,T2,5.766666667,30.9,223
13G100521I,12G000K746,12G000W095,13F1306055,Female,T2,5.766666667,32.4,223
13G1001047,12G000K160,12G000W018,13F1367119,Male,T2,5.773333333,22.4,208
13G1001033,12G000K160,12G000W018,13F1367119,Male,T2,5.773333333,23.7,208
13G1001038,12G000K160,12G000W018,13F1367119,Female,T2,5.773333333,26.7,208
13G100978I,12G000K160,12G000W018,13F1367119,Male,T2,5.773333333,27.4,208
13G1001049,12G000K160,12G000W018,13F1367119,Male,T2,5.773333333,27.8,208
13G100915I,12G000K160,12G000W018,13F1367119,Female,T2,5.773333333,30.8,208
13G100917I,12G000K160,12G000W018,13F1367119,Female,T2,5.773333333,32.8,208
13G100994I,12G000K160,12G000W018,13F1367119,Female,T2,5.773333333,33.3,208
13G1001060,12G000K160,12G000W018,13F1367119,Female,T2,5.773333333,33.7,208
13G1001628,12G000W285,12G000W088,13F1306030,Male,T2,5.786666667,16.2,213
13G1001631,12G000W285,12G000W088,13F1306030,Male,T2,5.786666667,17.8,213
13G100266I,12G000W285,12G000W088,13F1306030,Male,T2,5.786666667,23.6,213
13G100206I,12G000W285,12G000W088,13F1306030,Male,T2,5.786666667,23.8,213
13G100789I,12G000V581,12G000W251,13F1306045,Male,T2,5.786666667,24.7,214
13G1000790,12G000V581,12G000W251,13F1306045,Male,T2,5.786666667,26.2,214
13G1001641,12G000W285,12G000W088,13F1306030,Male,T2,5.786666667,26.4,213
13G100790I,12G000V581,12G000W251,13F1306045,Male,T2,5.786666667,27.4,214
13G1000778,12G000V581,12G000W251,13F1306045,Female,T2,5.786666667,27.6,214
13G100771I,12G000V581,12G000W251,13F1306045,Female,T2,5.786666667,28.5,214
13G1001640,12G000W285,12G000W088,13F1306030,Female,T2,5.786666667,28.7,213
13G1001633,12G000W285,12G000W088,13F1306030,Female,T2,5.786666667,29.8,213
13G1000794,12G000V581,12G000W251,13F1306045,Female,T2,5.786666667,31,214
13G100229I,12G000W285,12G000W088,13F1306030,Female,T2,5.786666667,31.9,213
13G1001274,12G000K069,12G000M250,13F1306725,Male,T2,5.793333333,25.2,221
13G100228J,12G000K069,12G000M250,13F1306725,Male,T2,5.793333333,28.1,221
13G1001268,12G000K069,12G000M250,13F1306725,Female,T2,5.793333333,29.4,221
13G1001252,12G000K069,12G000M250,13F1306725,Male,T2,5.793333333,29.6,221
13G1001261,12G000K069,12G000M250,13F1306725,Male,T2,5.793333333,30.7,221
13G1001273,12G000K069,12G000M250,13F1306725,Male,T2,5.793333333,31.5,221
13G1001267,12G000K069,12G000M250,13F1306725,Male,T2,5.793333333,32.1,221
13G1001266,12G000K069,12G000M250,13F1306725,Female,T2,5.793333333,33.1,221
13G100266J,12G000K069,12G000M250,13F1306725,Female,T2,5.793333333,34.3,221
13G100216J,12G000K069,12G000M250,13F1306725,Female,T2,5.793333333,40.1,221
13G1002387,12G000K160,12G000W018,13F1367119,Male,T2,5.813333333,16.5,208
13G1002407,12G000K160,12G000W018,13F1367119,Male,T2,5.813333333,20.2,208
13G1002392,12G000K160,12G000W018,13F1367119,Male,T2,5.813333333,20.7,208
13G1002395,12G000K160,12G000W018,13F1367119,Male,T2,5.813333333,21.8,208
13G1002384,12G000K160,12G000W018,13F1367119,Female,T2,5.813333333,24.3,208
13G1002376,12G000K160,12G000W018,13F1367119,Male,T2,5.813333333,24.4,208
13G1002415,12G000K160,12G000W018,13F1367119,Female,T2,5.813333333,27.4,208
13G100127J,12G000K160,12G000W018,13F1367119,Female,T2,5.813333333,31.9,208
13G100145J,12G000K160,12G000W018,13F1367119,Female,T2,5.813333333,32.9,208
13G1002194,12G000K474,12G000K846,13F1306018,Male,T2,5.82,20.7,222
13G1002214,12G000K474,12G000K846,13F1306018,Male,T2,5.82,26.4,222
13G1002222,12G000K474,12G000K846,13F1306018,Female,T2,5.82,27.4,222
13G100669I,12G000K474,12G000K846,13F1306018,Male,T2,5.82,27.6,222
13G1002223,12G000K474,12G000K846,13F1306018,Male,T2,5.82,28.3,222
